movie_id,title,description
3545,Cabaret (1972),"In the latter half of the 19th century, gold is discovered in the Black Hills, sacred land of the Lakota people. Gold diggers, profiteers and adventurers flock to the region. Among them is the hard-hearted land speculator Bludgeon, who tries to expel the Lakota using brutal methods. Lakota warriors retaliate, and soon the gold diggers' town becomes a battlefield."
2670,"Run Silent, Run Deep (1958)",No description available
1951,Oliver! (1968),"In 1933, after leaving Dogville, Grace Margaret Mulligan sees a slave being punished at a cotton farm called Manderlay. Officially, slavery is illegal and Grace stands up against the farmers. She stays with some gangsters in Manderlay and tries to influence the situation. But when harvest time comes, Grace sees the social and economic reality of Manderlay."
3655,Blow-Out (La Grande Bouffe) (1973),No description available
3808,Two Women (La Ciociara) (1961),No description available
3811,Breaker Morant (1980),No description available
3742,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",No description available
3816,"Official Story, The (La Historia Oficial) (1985)",No description available
1066,Shall We Dance? (1937),No description available
615,Bread and Chocolate (Pane e cioccolata) (1973),A graphic portrayal of the last twelve hours of Jesus of Nazareth's life.
3910,Dancer in the Dark (2000),No description available
1241,Braindead (1992),No description available
113,Before and After (1996),"An isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by."
1731,Mr. Magoo (1997),"On the outside, Helen has it all – a loving family and a successful career – but when her suppressed mental illness resurfaces, the world crumbles around her. Crippled by depression, Helen finds solace through her friendship with Mathilda, a kindred spirit struggling with bipolar disorder."
2583,Cookie's Fortune (1999),No description available
3882,Bring It On (2000),No description available
3238,Eye of the Beholder (1999),No description available
3316,Reindeer Games (2000),No description available
3190,Supernova (2000),No description available
3511,Ready to Rumble (2000),"The life of a successful radiologist spirals out of control when she sees the spitting image of herself driving down a London street. While attempting to uncover who the imposter could be, she stumbles into a terrifying mystery that her family and closest friends are somehow involved in, leaving her with no one to trust."
3564,"Flintstones in Viva Rock Vegas, The (2000)",A recently released prisoner reunites his criminal colleagues to pull off one last heist.
3743,Boys and Girls (2000),No description available
3908,Urban Legends: Final Cut (2000),No description available
3784,"Kid, The (2000)","When Johnny is released from prison following a forgery charge, he quickly lands a job as a short-order cook at a New York diner. Following a brief fling with waitress Cora, Frankie develops an attraction for Cora's friend and fellow waitress Frankie. While Frankie resists Johnny's charms initially, she eventually relents when her best friend, Tim, persuades her to give Johnny a chance."
3789,"Pawnbroker, The (1965)",No description available
2130,Atlantic City (1980),No description available
1401,Ghosts of Mississippi (1996),No description available
806,American Buffalo (1996),A diplomatic couple adopts the son of the devil without knowing it. A remake of the classic horror film of the same name from 1976.
2069,"Trip to Bountiful, The (1985)","After a mobster agrees to cooperate with an FBI investigation in order to stay out of prison, he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbours figure out his true identity and come knocking to see if he'd be up for one more hit—suburban style."
664,Faithful (1996),"An unprecedented series of violent tornadoes is sweeping across Oklahoma. Tornado chasers, headed by Dr. Jo Harding, attempt to release a groundbreaking device that will allow them to track them and create a more advanced warning system. They are joined by Jo's soon to be ex-husband Bill, a former tornado chaser himself, and his girlfriend Melissa."
2212,"Man Who Knew Too Much, The (1934)",A law student takes a job as a night watchman at a morgue and begins to discover clues that implicate him as the suspect in a series of murders.
3015,Coma (1978),"The film was an unauthorized adaptation of Robert Louis Stevenson's novel The Strange Case of Dr. Jekyll and Mr. Hyde, but the source material went unrecognized by some of the German media due to changes in the characters' names.  Released in 1920, this is one of Murnau's lost films. While the film itself does not survive, the scripts and related production notes do. Because the film is lost, its full length is unknown.  Dr. Warren is the Dr. Jekyll character who changes into Mr. O'Connor, a parallel of Mr. Hyde. This transformation is brought about, not by experimentation with chemicals as in Stevenson's original, but through the supernatural agency of a bust of Janus (the Roman god of duality), which Warren purchases in the opening sequence as a gift for his sweetheart, Jane. When she refuses the gift, horrified, Warren is forced to keep the statuette himself."
2079,Kidnapped (1960),"A tailor's apprentice burns Count Broko's clothes while ironing them and the tailor fires him. Later, the tailor discovers a note explaining that the count cannot attend a dance party, so he dresses as such to take his place; but the apprentice has also gone to the mansion where the party is celebrated and bumps into the tailor in disguise…"
